moduleId,tDiff,tSync,timeOffsetL,timeOffsetR,effectiveSpeed,pedestalL,pedestalR,energyGainL,energyGainR,lightAtt,PMTSatL,PMTSatR,PMTThresL,PMTThresR
821,98.2583,10.345,-59.4741,38.7842,-8.00058,16,21,18.4006,17.1581,271.677,0.032201,0.0300267,1.11129,1.02204
822,97.5779,10.7559,-59.5448,38.0331,-8.0887,13,13,16.7479,17.153,307.695,0.0293088,0.0300177,1.24156,1.27423
823,98.27,10.7797,-59.9147,38.3553,-8.13037,11,16,16.5777,16.193,320.085,0.029011,0.0283378,1.31058,1.2652
824,96.9928,10.7351,-59.2315,37.7613,-8.08113,13,17,17.6497,17.2923,292.458,0.030887,0.0302616,1.16967,1.18714
825,96.3436,10.4605,-58.6323,37.7114,-7.9457,24,17,14.3166,15.5184,324.44,0.025054,0.0271572,1.10858,1.20613
826,98.6185,10.1447,-59.4539,39.1646,-7.99936,17,18,16.1362,14.3763,354.764,0.0282383,0.0251585,1.17548,1.36336
827,95.32,10.8145,-58.4745,36.8455,-7.98676,15,19,19.1685,16.8388,273.165,0.0335449,0.0294679,1.03907,1.09112
828,96.1535,9.89484,-57.9716,38.1819,-8.07651,16,15,15.7899,16.0833,322.022,0.0276324,0.0281458,1.33942,1.22908
829,98.2047,10.542,-59.6443,38.5604,-8.10207,17,15,17.4108,16.7583,298.09,0.0304689,0.029327,1.16288,1.13505
830,98.2356,11.6491,-60.7669,37.4688,-8.02676,15,12,17.1955,17.5925,294.713,0.0300921,0.0307869,1.09153,1.17832
831,98.0958,11.0792,-60.1271,37.9687,-7.98784,18,15,18.2637,17.953,278.746,0.0319614,0.0314178,0.942317,1.12517
832,94.2464,10.6299,-57.7531,36.4932,-8.06589,15,14,17.1176,17.4645,292.478,0.0299558,0.030563,1.17846,1.14085
833,98.0745,11.0385,-60.0757,37.9988,-8.01486,22,15,17.0767,18.0576,288.699,0.0298843,0.0316007,1.00532,1.12977
834,98.2793,9.06116,-58.2008,40.0785,-8.10924,14,13,16.4881,16.2299,325.951,0.0288541,0.0284023,1.26853,1.29978
835,98.759,10.3447,-59.7242,39.0348,-8.02485,16,17,18.5681,18.8543,266.688,0.0324941,0.0329949,0.937664,1.03139
836,97.8107,12.6001,-61.5055,36.3052,-7.94905,16,17,18.4982,19.7388,257.541,0.0323718,0.034543,1.08257,1.02954
837,98.9212,8.85214,-58.3127,40.6085,-8.0217,13,16,18.0202,18.143,277.368,0.0315354,0.0317503,1.16674,1.06373
838,101.287,9.08276,-59.7263,41.5607,-7.99685,12,23,19.8288,16.9083,262.053,0.0347004,0.0295895,0.978044,0.962158
839,98.4081,9.73563,-58.9397,39.4684,-8.012,13,17,19.698,17.6012,266.574,0.0344715,0.0308022,0.977835,1.08233
840,97.7831,9.65756,-58.5491,39.234,-8.06547,13,14,19.2055,21.4099,258.607,0.0336096,0.0374674,1.0257,1.0501
841,97.9374,8.93439,-57.9031,40.0343,-8.10494,15,14,18.0761,19.2305,267.281,0.0316331,0.0336534,1.07713,1.0032
842,102.013,9.95795,-60.9643,41.0484,-7.97459,17,17,19.5747,18.122,243.982,0.0342557,0.0317136,1.03171,1.07597
843,96.6119,8.47101,-56.777,39.835,-7.90778,17,23,18.0433,17.0232,287.609,0.0315757,0.0297906,1.00802,0.930824
844,96.5187,7.3068,-55.5661,40.9525,-8.07432,14,17,17.1403,17.614,297.655,0.0299955,0.0308246,1.23475,1.03108
845,96.5955,8.98291,-57.2807,39.3148,-7.96488,15,16,19.5329,17.9196,266.446,0.0341826,0.0313594,1.07088,1.12188
846,94.9167,8.946,-56.4044,38.5124,-8.05083,14,17,17.9119,16.763,291.113,0.0313459,0.0293353,1.11733,1.24533
847,98.3174,8.42403,-57.5827,40.7347,-8.03478,15,17,17.7942,19.7153,274.001,0.0311399,0.0345018,1.13194,1.01991
848,95.2843,7.53454,-55.1767,40.1076,-8.03492,18,14,16.7494,16.2404,319.669,0.0293114,0.0284207,1.14179,1.27909
849,98.2226,8.15462,-57.2659,40.9567,-8.01045,21,15,15.0085,15.8247,327.233,0.0262649,0.0276932,1.39222,1.48581
850,98.2326,7.75602,-56.8723,41.3603,-8.06907,16,15,16.8002,15.8905,289.651,0.0294003,0.0278084,1.40772,1.48901
851,-4.69692,-38.8665,41.2149,36.518,-8.11531,15,17,17.293,17.1261,295.078,0.0302627,0.0299707,1.64899,1.24089
852,-2.8177,-38.3899,39.7988,36.9811,-8.08919,16,11,17.5293,16.7733,331.026,0.0306762,0.0293532,1.41908,1.47272
853,-6.0661,-37.8077,40.8407,34.7746,-8.08239,17,15,17.363,16.6499,301.79,0.0303853,0.0291374,1.03636,1.0205
854,-7.01643,-38.4878,41.9961,34.9796,-8.11833,15,15,18.2037,16.8978,291.886,0.0318564,0.0295711,1.07969,1.11291
855,-5.22788,-37.8164,40.4304,35.2025,-8.04023,17,15,16.3749,15.5836,321.189,0.0286561,0.0272714,1.06832,1.0873
856,-4.46607,-38.3617,40.5947,36.1286,-8.11651,19,12,16.6325,17.5617,303.011,0.0291068,0.030733,1.05719,1.02585
857,-5.54468,-37.7389,40.5113,34.9666,-8.10644,18,16,16.8889,16.2095,300.656,0.0295555,0.0283666,1.00185,1.16205
858,-6.88458,-38.8214,42.2637,35.3791,-8.0718,23,14,17.0042,17.5626,285.826,0.0297573,0.0307346,0.971108,1.09191
859,-5.67246,-37.8185,40.6548,34.9823,-8.13037,20,14,14.6876,16.1368,323.872,0.0257034,0.0282394,1.02983,0.951327
860,-7.86908,-37.6296,41.5641,33.695,-8.07143,20,22,15.3395,14.2416,336.552,0.0268442,0.0249229,1.11335,1.0113
861,-5.46384,-38.1856,40.9175,35.4537,-8.13706,16,14,18.022,17.4672,286.135,0.0315384,0.0305677,0.99153,1.10742
862,-2.60113,-36.9425,38.243,35.6419,-8.16,18,11,15.683,16.6662,333.441,0.0274452,0.0291658,1.17847,1.20698
863,-4.93348,-38.2934,40.7602,35.8267,-8.08318,23,15,17.3188,18.8199,284.165,0.0303078,0.0329348,0.975607,0.981435
864,-4.38372,-38.1125,40.3044,35.9207,-8.15444,14,13,17.2406,16.7272,318.218,0.030171,0.0292726,1.12994,1.22703
865,-3.95808,-39.3557,41.3347,37.3766,-8.16516,15,16,16.8928,15.4034,337.956,0.0295625,0.026956,1.13709,1.04412
866,-6.74662,-37.4464,40.8197,34.0731,-8.02775,15,16,15.5019,14.8606,349.765,0.0271284,0.026006,1.21635,1.23769
867,-5.77446,-38.8833,41.7705,35.996,-8.10893,15,17,16.2456,16.0107,320.558,0.0284299,0.0280188,1.27148,1.11932
868,-3.49391,-38.5038,40.2507,36.7568,-8.05988,14,24,15.4866,14.6312,316.773,0.0271016,0.0256047,1.30637,1.04479
869,-8.6153,-38.9927,43.3003,34.685,-8.08411,17,14,17.2124,17.3763,290.843,0.0301217,0.0304085,1.05086,1.06295
870,-11.3994,-39.777,45.4767,34.0773,-8.14529,15,15,15.7097,16.149,343.713,0.0274919,0.0282608,1.15388,1.23661
871,-9.05941,-39.2554,43.7851,34.7257,-8.1524,14,15,16.5964,16.4721,327.571,0.0290437,0.0288262,0.959725,0.997533
872,-7.43679,-39.1768,42.8952,35.4584,-8.06319,13,14,17.2379,15.5153,325.798,0.0301664,0.0271518,1.27483,1.3427
873,-8.43254,-39.1469,43.3632,34.9306,-8.0816,14,14,16.309,15.3348,344.601,0.0285407,0.0268359,1.03302,1.06762
874,-8.02761,-39.398,43.4118,35.3842,-7.99506,15,15,16.1637,16.5765,329.844,0.0282865,0.0290088,1.30327,0.969535
875,-6.62205,-38.9861,42.2971,35.6751,-8.05726,16,12,15.5995,15.4778,359.766,0.0272991,0.0270862,1.0197,1.00214
876,-9.99023,-38.3031,43.2982,33.308,-8.03438,18,14,15.4976,15.4376,337.714,0.0271209,0.0270157,1.11848,1.1406
877,-6.9513,-38.9639,42.4395,35.4882,-8.10059,16,17,15.7579,16.066,322.071,0.0275763,0.0281155,1.06761,1.21109
878,-6.57482,-38.4178,41.7052,35.1304,-8.16901,12,12,15.3869,16.801,333.186,0.0269271,0.0294018,1.29578,1.23344
879,-105.853,9.96451,42.962,-62.8911,-7.9139,21,19,14.9863,15.0635,324.538,0.026226,0.0263612,1.17118,1.18434
880,-102.749,9.74217,41.6322,-61.1165,-7.9853,15,15,15.3058,16.4048,322.807,0.0267852,0.0287084,1.3184,1.12003
881,-5.34675,60.0241,-57.3507,-62.6975,-8.04792,14,16,15.8744,15.5079,350.737,0.0277802,0.0271388,1.24211,1.28693
882,-5.08051,61.2153,-58.6751,-63.7556,-8.04558,16,18,16.3374,15.2348,325.284,0.0285905,0.0266609,1.16376,1.14474
883,-5.69546,60.0469,-57.1992,-62.8946,-8.10045,16,15,17.5781,16.2469,296.607,0.0307618,0.0284321,1.08726,1.14842
884,-4.01996,59.7915,-57.7816,-61.8015,-8.08369,15,15,17.554,17.4124,302.42,0.0307194,0.0304718,1.2394,1.09861
885,-6.194,60.5178,-57.4208,-63.6148,-7.98962,15,16,16.0267,15.2558,338.064,0.0280468,0.0266976,1.18713,1.37112
886,-5.88334,59.5962,-56.6545,-62.5379,-8.09989,15,13,16.2196,17.4597,318.007,0.0283843,0.0305546,1.30922,1.2658
887,-6.91311,59.3698,-55.9133,-62.8264,-8.0509,14,16,17.8855,16.5513,310.214,0.0312997,0.0289648,1.28005,1.09951
888,-6.87735,61.3225,-57.8838,-64.7611,-8.0901,14,14,15.8817,16.4227,306.828,0.0277929,0.0287397,1.31754,1.21948
889,-5.8329,58.6911,-55.7747,-61.6076,-8.07705,17,17,16.3928,15.8896,320.966,0.0286874,0.0278068,1.17928,1.0247
890,-7.40516,59.5455,-55.843,-63.2481,-8.00351,16,13,16.7734,17.4737,297.554,0.0293535,0.030579,1.1156,1.17073
891,-5.31865,59.908,-57.2487,-62.5674,-8.09281,16,15,19.3312,18.9966,261.827,0.0338296,0.033244,1.06131,1.04811
892,-3.51553,60.008,-58.2502,-61.7658,-8.01063,19,13,15.4655,16.1373,337.85,0.0270646,0.0282403,1.14766,1.269
893,-3.47928,59.0711,-57.3315,-60.8107,-8.07389,17,19,17.6926,17.0608,287.257,0.030962,0.0298564,1.08841,0.993993
894,-8.1003,59.0717,-55.0215,-63.1218,-8.0263,25,16,18.72,19.4877,253.563,0.03276,0.0341034,0.873457,0.967963
895,-4.21154,59.3596,-57.2538,-61.4654,-7.93468,18,18,17.1421,17.3703,292.718,0.0299987,0.030398,1.13067,1.15001
896,-4.81111,58.6085,-56.2029,-61.0141,-8.09682,15,14,17.4924,17.6161,285.349,0.0306117,0.0308282,1.07181,1.16544
897,-5.31962,59.994,-57.3342,-62.6539,-8.07662,13,16,18.2528,17.2492,291.416,0.0319424,0.0301861,1.07759,1.20276
898,-5.3326,59.829,-57.1627,-62.4953,-8.12777,14,14,17.1182,16.7609,298.119,0.0299569,0.0293317,1.09291,1.31056
899,-5.72001,59.0727,-56.2127,-61.9327,-8.16673,14,17,19.2172,18.1195,279.805,0.0336301,0.0317091,1.26575,1.2679
900,-2.98945,59.1161,-57.6213,-60.6108,-8.07419,15,17,17.3165,17.3211,275.927,0.0303039,0.030312,1.20469,1.09019
901,98.2391,0.707685,-49.8272,48.4119,-8.07996,14,14,20.3711,20.4051,255.153,0.0356494,0.0357089,1.33515,1.39942
902,98.8714,-0.0614029,-49.3743,49.4971,-8.13259,15,11,18.9329,18.5454,267.099,0.0331326,0.0324544,1.26478,1.42627
903,96.5112,0.300624,-48.5562,47.955,-8.10363,7,14,21.7909,19.9444,277.023,0.0381341,0.0349027,0.966507,1.14905
904,99.3124,1.73233,-51.3885,47.9238,-8.04516,15,15,21.1699,21.1094,245.098,0.0370473,0.0369415,1.06312,0.992167
905,100.797,-1.39335,-49.0051,51.7918,-8.1506,17,14,20.2469,20.4063,259.01,0.0354321,0.0357111,0.931188,0.973074
906,102.133,-0.846668,-50.22,51.9133,-8.08322,13,13,17.3141,16.8628,299.505,0.0302996,0.0295099,1.13377,1.17159
907,100.44,-1.1766,-49.0435,51.3967,-8.1662,14,15,18.9407,18.6298,290.136,0.0331462,0.0326021,0.943516,1.05271
908,98.435,-1.14221,-48.0753,50.3597,-8.09085,19,16,16.9082,18.5466,297.816,0.0295893,0.0324566,1.02408,1.05169
909,99.1148,-1.33132,-48.2261,50.8887,-8.07082,20,15,16.268,17.321,309.785,0.0284691,0.0303118,0.988262,1.16858
910,102.952,-1.11878,-50.3572,52.5948,-8.13609,13,13,16.7268,17.2271,302.89,0.0292719,0.0301475,1.21658,1.21391
911,97.7322,-1.63,-47.2361,50.4961,-8.01957,16,18,17.5748,15.9795,289.951,0.0307558,0.0279641,1.13819,1.17197
912,97.2453,-2.92809,-45.6946,51.5507,-8.1015,15,13,17.5511,18.9757,291.538,0.0307144,0.0332075,1.21863,1.17481
913,98.0754,-1.67699,-47.3607,50.7147,-8.08625,17,12,17.189,17.9255,291.222,0.0300807,0.0313696,1.11173,1.12115
914,97.5176,-0.833011,-47.9258,49.5918,-8.0604,16,13,16.4473,17.0113,310.177,0.0287828,0.0297697,1.16396,1.23252
915,98.5643,-2.29192,-46.9902,51.5741,-8.08492,17,15,17.5505,17.5083,296.946,0.0307133,0.0306395,1.00689,1.14073
916,96.4346,-1.92424,-46.293,50.1415,-8.05348,15,15,17.6194,16.9169,305.453,0.0308339,0.0296045,1.24784,1.23402
917,97.8598,-2.13775,-46.7922,51.0677,-8.11217,14,14,16.4639,16.7638,324.549,0.0288119,0.0293366,1.25937,1.22359
918,98.6679,-2.71635,-46.6176,52.0503,-8.10003,15,14,16.3002,17.7853,317.206,0.0285253,0.0311242,1.11878,1.14172
919,99.2232,-2.60379,-47.0078,52.2154,-8.11684,15,14,15.4582,16.6071,325.494,0.0270518,0.0290625,1.13271,1.35157
920,96.3469,-1.42791,-46.7455,49.6013,-8.0966,16,15,15.8953,16.2168,330.133,0.0278168,0.0283794,1.21837,1.2524
921,99.4282,-2.25647,-47.4576,51.9706,-8.04154,16,15,16.3344,16.7494,312.068,0.0285851,0.0293114,1.19098,1.29549
922,101.339,-2.45736,-48.2121,53.1268,-8.06295,16,15,16.567,16.9228,298.498,0.0289923,0.0296149,1.23603,1.28474
923,96.8075,-0.940685,-47.4631,49.3445,-7.99388,14,17,15.9138,15.664,334.17,0.0278491,0.027412,1.30982,1.23615
924,96.8863,-1.50983,-46.9333,49.953,-7.99368,15,21,15.7098,15.0983,333.384,0.0274922,0.0264221,1.4071,1.20038
925,95.64,-2.09673,-45.7232,49.9167,-8.06172,14,17,15.5213,15.0977,354.282,0.0271623,0.026421,1.37815,1.20936
926,99.8131,-1.46875,-48.4378,51.3753,-7.90117,20,19,15.4786,15.3687,321.468,0.0270875,0.0268952,1.15237,1.15991
927,95.7903,-1.61078,-46.2844,49.5059,-7.95689,17,16,15.6946,14.8881,326.309,0.0274655,0.0260542,1.21793,1.27768
928,97.7399,-3.03701,-45.833,51.907,-8.07817,14,16,17.0279,17.0947,299.312,0.0297988,0.0299157,1.2696,1.02103
929,98.8303,-1.42101,-47.9941,50.8361,-8.07069,16,12,16.8326,17.7095,301.561,0.0294571,0.0309916,1.13976,1.06254
930,96.2013,-0.857248,-47.2434,48.9579,-8.01743,17,12,16.6467,16.7982,311.91,0.0291317,0.0293968,1.17098,1.2889
931,99.3836,-1.45259,-48.2392,51.1444,-8.0499,17,18,15.6957,16.3182,307.363,0.0274675,0.0285569,1.24086,1.24119
932,96.4092,-2.58011,-45.6245,50.7847,-8.11342,16,15,15.9064,16.1853,328.399,0.0278362,0.0283242,1.09844,1.20215
933,98.317,-1.57813,-47.5804,50.7366,-8.00023,18,16,17.2211,18.1475,287.296,0.0301369,0.0317581,1.1325,1.08182
934,98.6104,-2.44868,-46.8565,51.7539,-7.99894,15,15,17.703,16.5835,312.112,0.0309802,0.0290211,1.15854,1.13819
935,99.9511,-2.39401,-47.5815,52.3696,-8.08376,13,16,16.8042,16.54,296.787,0.0294074,0.028945,1.13335,1.0906
936,97.2187,-0.872577,-47.7368,49.4819,-8.07842,14,15,16.6264,16.5475,318.483,0.0290962,0.0289581,1.08427,1.20512
937,99.806,-3.815,-46.088,53.718,-8.05675,15,15,16.2907,17.905,293.589,0.0285087,0.0313338,1.2045,1.19902
938,101.972,-3.65928,-47.3269,54.6455,-8.07104,14,14,17.9552,17.8574,285.853,0.0314217,0.0312504,1.16559,1.02074
939,99.6117,-3.20297,-46.6029,53.0088,-8.07075,15,15,17.4391,17.0213,287.952,0.0305184,0.0297873,1.17223,1.16482
940,99.9017,-3.60597,-46.3449,53.5568,-8.11205,16,13,16.8344,17.0144,293.851,0.0294602,0.0297752,1.20946,1.09633
941,98.5976,-3.58929,-45.7095,52.8881,-8.06319,15,15,18.1092,18.062,284.167,0.0316912,0.0316086,1.11337,1.01888
942,103.135,-3.03995,-48.5274,54.6073,-8.06967,14,13,16.3283,17.799,312.685,0.0285746,0.0311482,1.26993,1.21905
943,96.7978,-4.32786,-44.071,52.7267,-8.02283,16,23,18.6072,17.0044,271.254,0.0325626,0.0297577,1.04557,0.956215
944,95.9701,-6.18825,-41.7968,54.1733,-8.08279,18,16,16.3015,16.1407,321.024,0.0285277,0.0282463,1.05699,1.06378
945,98.3035,-4.13954,-45.0122,53.2913,-8.12952,14,14,17.4577,17.5003,293.72,0.030551,0.0306256,1.21361,1.07329
946,97.1825,-3.16106,-45.4302,51.7523,-8.04803,14,16,16.9403,16.4339,309.884,0.0296455,0.0287593,1.22433,1.21187
947,98.6206,-5.27238,-44.0379,54.5827,-7.99786,17,20,19.5465,18.2891,258.458,0.0342065,0.032006,1.00668,1.03635
948,96.3478,-5.25347,-42.9204,53.4274,-8.09133,15,16,19.224,19.2812,255.278,0.033642,0.0337422,1.184,0.975894
949,98.1181,-4.42806,-44.631,53.4871,-7.98347,22,16,16.1255,17.9333,276.502,0.0282197,0.0313832,1.24199,1.34612
950,98.1992,-5.72161,-43.378,54.8212,-8.14185,13,17,20.596,20.537,228.435,0.036043,0.0359397,1.17499,1.05769
951,-5.55635,-51.9656,54.7438,49.1874,-8.10959,13,17,24.6088,22.4618,229.768,0.0430653,0.0393082,0.916251,0.875245
952,-3.54052,-51.4753,53.2456,49.7051,-8.073,13,13,19.7361,19.1182,276.4,0.0345382,0.0334569,1.25143,1.26949
953,-6.78605,-51.2174,54.6104,47.8244,-8.08283,15,14,19.0866,18.2655,271.2,0.0334015,0.0319646,0.881944,1.03453
954,-8.91457,-50.9466,55.4039,46.4893,-8.05206,14,16,16.9434,16.8865,303.88,0.0296509,0.0295514,0.943998,0.985243
955,-6.67516,-50.8567,54.1943,47.5191,-8.12904,20,14,18.1406,19.2017,272.207,0.031746,0.0336029,0.778755,0.965342
956,-3.9553,-50.9336,52.9112,48.9559,-8.14251,13,14,19.9768,20.1464,263.724,0.0349594,0.0352562,0.950686,0.895137
957,-6.5911,-50.3104,53.6059,47.0148,-8.06279,15,17,17.593,16.5832,295.116,0.0307877,0.0290206,0.757668,0.897945
958,-7.04392,-51.4481,54.9701,47.9261,-8.08273,21,16,15.5582,16.2127,307.607,0.0272269,0.0283723,1.06978,1.25128
959,-4.9709,-50.7888,53.2742,48.3033,-8.064,19,15,16.5593,17.0156,309.811,0.0289787,0.0297773,0.934046,0.997101
960,-6.5673,-50.1803,53.464,46.8967,-8.08631,13,16,17.1286,16.5854,297.7,0.0299751,0.0290245,1.15173,1.1078
961,-4.77023,-50.7998,53.1849,48.4147,-8.12287,13,14,17.7173,16.809,293.15,0.0310053,0.0294158,0.931526,1.12134
962,-4.61165,-50.239,52.5448,47.9332,-8.11778,14,13,16.9836,17.1086,301.618,0.0297214,0.02994,1.15002,1.21384
963,-6.35593,-50.8944,54.0724,47.7164,-8.10236,15,15,18.125,17.4211,300.766,0.0317187,0.0304869,0.942427,1.09287
964,-4.8856,-50.7659,53.2087,48.3231,-8.07816,15,15,16.8978,15.9145,307.042,0.0295712,0.0278503,1.09743,1.14842
965,-6.59556,-51.2814,54.5792,47.9836,-8.13105,14,12,16.4328,15.4829,340.995,0.0287575,0.027095,1.11658,1.28269
966,-6.96893,-51.2954,54.7799,47.8109,-8.07612,18,14,16.0459,17.9139,302.628,0.0280804,0.0313493,1.10179,1.11901
967,-5.55273,-52.1116,54.888,49.3352,-8.11453,16,18,16.547,16.6205,315.301,0.0289573,0.0290859,1.09106,1.06617
968,-4.50245,-50.8349,53.0861,48.5836,-8.08854,16,13,16.0846,16.3197,310.974,0.0281481,0.0285595,1.0243,1.26574
969,-8.57464,-51.8656,56.1529,47.5783,-8.08675,13,17,16.5893,16.6074,311.382,0.0290313,0.0290629,1.09547,1.16374
970,-10.6509,-52.3545,57.6799,47.029,-8.03548,19,14,16.3084,16.3636,299.538,0.0285398,0.0286362,1.07793,1.27431
971,-7.84063,-51.6538,55.5742,47.7335,-8.04576,18,17,15.3819,16.6394,321.963,0.0269183,0.029119,0.858812,0.992815
972,-6.07163,-51.8714,54.9072,48.8356,-8.05455,16,15,15.459,15.3472,315.709,0.0270533,0.0268576,1.20893,1.35266
973,-8.34675,-51.3496,55.523,47.1763,-8.08986,16,15,15.7851,16.1741,325.711,0.0276239,0.0283046,1.16582,1.30293
974,-9.31115,-52.0376,56.6932,47.382,-8.07331,15,15,15.4413,14.8454,346.126,0.0270223,0.0259795,1.38802,1.4491
975,-7.19225,-51.2504,54.8465,47.6543,-8.09338,15,15,16.3848,15.7924,324.713,0.0286734,0.0276366,1.22775,1.24372
976,-9.88653,-51.4143,56.3576,46.471,-8.13006,13,16,17.167,16.0415,327.204,0.0300423,0.0280727,1.12227,1.00658
977,-7.28334,-51.9947,55.6364,48.3531,-8.07384,17,19,14.9822,14.8233,348.84,0.0262189,0.0259408,1.07578,1.07932
978,-8.48912,-51.3661,55.6107,47.1216,-8.06987,19,15,15.4082,15.5473,338.254,0.0269643,0.0272078,0.960666,1.10821
979,-106.439,-3.42075,56.6401,-49.7986,-8.0009,21,16,14.9409,15.3738,331.249,0.0261465,0.0269041,1.1758,1.25114
980,-104.964,-3.62578,56.1079,-48.8563,-8.11715,11,15,17.2824,16.6827,322.363,0.0302442,0.0291948,1.13139,1.13099
981,-5.86635,47.2319,-44.2987,-50.1651,-8.07714,14,15,16.2929,16.3821,319.72,0.0285126,0.0286687,1.09848,1.17974
982,-5.54641,48.0439,-45.2707,-50.8171,-8.09461,15,15,17.4794,16.1216,313.914,0.030589,0.0282128,0.942945,0.947493
983,-5.95732,47.0258,-44.0472,-50.0045,-8.06106,15,16,16.128,15.6552,310.636,0.028224,0.0273966,1.16804,1.16248
984,-3.16503,46.6298,-45.0473,-48.2124,-8.09425,14,13,17.1471,17.9229,311.416,0.0300074,0.0313651,1.03345,1.03062
985,-6.14334,47.1042,-44.0325,-50.1758,-8.07421,12,17,18.6288,17.7953,282.492,0.0326005,0.0311419,1.27766,1.19468
986,-5.91552,46.2875,-43.3297,-49.2452,-8.13087,14,13,18.905,18.0924,288.108,0.0330837,0.0316617,1.14535,1.21077
987,-7.03768,45.9369,-42.4181,-49.4558,-8.19834,11,14,14.1292,17.3199,300.021,0.0247261,0.0303099,1.14535,1.24945
988,-4.71421,47.8069,-45.4498,-50.164,-8.03259,12,19,17.7135,16.2417,307.667,0.0309985,0.0284229,1.25569,1.11843
989,-6.84308,45.8297,-42.4082,-49.2513,-8.09027,15,13,18.0309,17.8035,301.143,0.031554,0.0311561,0.925827,1.17648
990,-6.56604,46.3801,-43.0971,-49.6632,-8.05639,14,13,17.3206,18.1273,287.521,0.030311,0.0317227,1.17072,1.14073
991,-5.46387,47.1605,-44.4286,-49.8925,-8.07292,15,16,17.5996,17.4683,300.61,0.0307993,0.0305695,1.06585,1.10563
992,-5.58421,46.939,-44.1469,-49.7311,-8.08444,16,14,17.1725,16.2295,321.066,0.0300519,0.0284017,1.08697,1.31068
993,-4.57551,46.7352,-44.4474,-49.0229,-8.08385,15,17,16.3711,15.9415,320.847,0.0286494,0.0278976,1.1767,1.18356
994,-8.66247,46.0207,-41.6895,-50.352,-8.10739,12,19,18.435,16.1836,281.002,0.0322612,0.0283213,1.06158,0.881498
995,-5.56691,46.8999,-44.1164,-49.6833,-8.0973,16,15,17.8764,18.5202,272.201,0.0312837,0.0324104,1.00392,1.0435
996,-5.18398,45.3263,-42.7343,-47.9183,-8.06701,14,17,17.801,18.728,277.633,0.0311518,0.0327739,1.0152,0.988747
997,-5.75981,47.3185,-44.4386,-50.1984,-8.07042,16,15,17.665,19.0769,291.255,0.0309138,0.0333846,1.13388,1.17185
998,-6.09574,47.7514,-44.7035,-50.7993,-8.124,13,16,19.7512,18.466,272.058,0.0345646,0.0323155,1.19534,1.24941
999,-7.89772,46.1055,-42.1566,-50.0544,-8.10185,13,17,20.021,16.3839,278.874,0.0350367,0.0286718,1.26072,1.51519
1000,-4.14297,46.3702,-44.2987,-48.4417,-8.1697,13,17,21.1581,20.0946,235.704,0.0370266,0.0351656,1.18657,1.24691
1001,86.1369,6.2953,-49.3637,36.7731,-8.11067,12,15,16.6352,16.7872,309.156,0.0291116,0.0293776,1.67795,1.55552
1002,87.3464,6.21335,-49.8866,37.4599,-7.9731,15,13,17.747,19.4332,274.652,0.0310572,0.0340081,1.44265,1.3922
1003,88.4283,5.67415,-49.8883,38.54,-8.12834,16,13,17.4312,17.7303,299.883,0.0305045,0.0310281,1.24985,1.30159
1004,86.1262,7.25304,-50.3161,35.8101,-8.12329,12,14,18.2844,16.7856,285.782,0.0319977,0.0293748,1.16379,1.23588
1005,88.9466,5.3623,-49.8356,39.111,-8.00122,14,17,16.9401,17.1283,300.318,0.0296451,0.0299745,1.22943,1.1351
1006,91.2332,4.46111,-50.0777,41.1555,-8.11865,13,13,17.3111,17.6044,311.955,0.0302944,0.0308078,1.24188,1.1526
1007,87.0501,5.33348,-48.8585,38.1916,-7.99267,15,13,16.3569,16.3072,317.42,0.0286245,0.0285376,1.2482,1.2666
1008,85.1986,5.05329,-47.6526,37.546,-7.96714,14,15,20.2792,18.7668,262.519,0.0354886,0.0328419,1.12737,1.09697
1009,87.0982,4.7714,-48.3205,38.7777,-8.08865,14,16,16.512,16.3402,299.164,0.028896,0.0285953,1.26834,1.07487
1010,89.6546,5.01616,-49.8435,39.8112,-8.07032,14,15,17.0754,16.6603,303.842,0.029882,0.0291556,1.26177,1.20216
1011,85.553,4.54434,-47.3209,38.2322,-7.97493,21,15,16.1993,17.4405,282.445,0.0283488,0.0305209,1.06337,1.17682
1012,85.7277,4.04807,-46.9119,38.8158,-7.91952,16,13,16.3945,17.2768,301.417,0.0286904,0.0302343,1.29003,1.27501
1013,84.4893,4.66307,-46.9077,37.5816,-8.02059,15,16,17.4744,16.8416,303.772,0.0305803,0.0294728,1.26409,1.20695
1014,86.2849,5.01335,-48.1558,38.1291,-8.0096,17,13,17.3495,17.3153,288.721,0.0303617,0.0303017,1.16265,1.24391
1015,87.2142,5.01288,-48.62,38.5942,-7.89232,17,16,15.5251,16.3089,318.282,0.0271689,0.0285406,1.38287,1.34416
1016,84.4334,3.82057,-46.0372,38.3961,-7.99454,19,15,17.001,16.621,305.627,0.0297518,0.0290868,1.17557,1.1838
1017,88.2709,4.13566,-48.2711,39.9998,-8.05269,15,13,17.8951,17.3253,300.086,0.0313164,0.0303193,1.19964,1.1488
1018,87.2178,3.43934,-47.0482,40.1696,-8.02487,16,18,15.956,14.8735,317.677,0.0279231,0.0260287,1.36051,1.36149
1019,88.1717,4.19194,-48.2778,39.8939,-7.80972,19,26,15.4345,14.626,322.778,0.0270104,0.0255955,1.26649,1.17915
1020,85.3014,5.58342,-48.2341,37.0673,-7.89843,16,15,16.2773,16.1287,311.115,0.0284854,0.0282252,1.24654,1.34859
