moduleId,tDiff,tSync,timeOffsetL,timeOffsetR,effectiveSpeed,pedestalL,pedestalR,energyGainL,energyGainR,lightAtt,PMTSatL,PMTSatR,PMTThresL,PMTThresR
1021,85.563,3.93412,-46.7156,38.8474,-7.99809,14,19,15.3393,14.6902,347.296,0.0268438,0.0257079,1.38203,1.20415
1022,88.214,4.16883,-48.2758,39.9381,-8.13246,15,13,16.2318,16.6236,307.695,0.0284057,0.0290913,1.27807,1.22676
1023,86.1581,4.85419,-47.9332,38.2248,-7.94848,15,15,15.7237,16.0547,335.136,0.0275164,0.0280958,1.35009,1.30595
1024,84.9435,4.02996,-46.5017,38.4418,-7.98153,15,15,16.9559,16.9552,311.643,0.0296729,0.0296716,1.12589,1.20654
1025,85.3029,4.18459,-46.8361,38.4669,-8.00465,16,15,16.1302,16.1708,316.826,0.0282278,0.0282989,1.30345,1.23058
1026,89.6188,4.32933,-49.1387,40.4801,-7.90799,14,16,14.6769,15.4058,346.737,0.0256845,0.0269601,1.54187,1.27711
1027,84.6814,3.72107,-46.0618,38.6196,-8.06135,17,16,15.4736,16.5532,317.237,0.0270789,0.0289681,1.28089,1.25716
1028,84.8584,3.16223,-45.5914,39.267,-8.06938,15,13,15.0194,15.5552,325.571,0.0262839,0.0272215,1.39442,1.29779
1029,85.5871,4.94359,-47.7371,37.85,-7.93466,21,13,14.5747,17.0798,328.636,0.0255058,0.0298896,1.28297,1.2098
1030,87.6799,5.60882,-49.4488,38.2312,-7.94733,27,14,14.1692,16.5527,318.378,0.0247961,0.0289673,1.16597,1.25272
1031,86.2242,4.08016,-47.1922,39.0319,-7.88724,18,15,16.5778,16.7779,293.865,0.0290112,0.0293614,1.13593,1.17087
1032,84.9261,4.13509,-46.5982,38.328,-7.95396,19,11,16.1143,17.7167,295.641,0.0282,0.0310043,1.2583,1.17213
1033,86.1124,4.09906,-47.1552,38.9571,-7.91276,21,16,15.9982,16.4246,310.616,0.0279969,0.028743,1.25532,1.22499
1034,86.7037,3.52357,-46.8754,39.8283,-7.94468,22,12,14.8155,15.4079,343.923,0.0259272,0.0269638,1.29977,1.3579
1035,86.4018,3.67581,-46.8767,39.5251,-7.94693,15,16,17.1205,17.3322,288.089,0.0299608,0.0303313,1.28532,1.25207
1036,87.0503,5.03623,-48.5614,38.4889,-8.03534,14,15,16.7693,17.6673,289.961,0.0293463,0.0309177,1.31301,1.21007
1037,89.5415,2.00173,-46.7725,42.769,-7.94733,15,17,18.4708,17.5471,282.194,0.0323239,0.0307075,1.23557,1.19529
1038,89.9159,2.4762,-47.4342,42.4818,-8.04688,16,19,16.479,15.482,307.053,0.0288383,0.0270935,1.23053,1.18804
1039,87.4747,3.01331,-46.7507,40.724,-7.8846,19,18,18.8423,18.8014,259.803,0.0329741,0.0329024,1.10526,1.11853
1040,86.262,2.96562,-46.0966,40.1654,-7.95384,18,14,17.0925,17.1588,288.875,0.0299118,0.030028,1.19757,1.22546
1041,86.6175,2.6856,-45.9944,40.6232,-7.90905,17,16,18.7604,17.5019,274.482,0.0328306,0.0306283,1.12892,1.17194
1042,91.2441,2.54424,-48.1663,43.0778,-7.89412,18,19,15.6845,16.3868,318.774,0.0274478,0.0286769,1.2178,1.11641
1043,84.9004,1.68878,-44.139,40.7614,-7.966,17,16,17.4155,16.9716,278.487,0.0304771,0.0297004,1.0249,1.07346
1044,85.3736,0.675165,-43.362,42.0116,-7.991,23,16,15.1173,16.8775,308.95,0.0264553,0.0295356,1.06195,1.17611
1045,85.6075,2.24704,-45.0508,40.5567,-7.97958,15,16,16.1985,16.9418,308.854,0.0283474,0.0296481,1.20622,1.25594
1046,86.1751,2.07664,-45.1642,41.0109,-8.08101,16,14,18.8978,18.4171,261.218,0.0330711,0.0322299,1.18964,1.06772
1047,86.2852,1.38431,-44.5269,41.7583,-8.09508,18,14,17.7161,17.2002,287.591,0.0310032,0.0301003,1.0478,1.20314
1048,84.5022,1.08935,-43.3404,41.1617,-8.00429,18,15,14.6948,15.2748,344.53,0.0257159,0.0267309,1.37102,1.56661
1049,85.6916,1.28086,-44.1267,41.5649,-8.02023,17,19,16.5327,17.2553,276.872,0.0289322,0.0301967,1.42274,1.37076
1050,86.7565,0.666789,-44.045,42.7115,-8.13777,17,14,19.0276,18.3705,269.807,0.0332984,0.0321484,1.39483,1.48285
1051,-6.03769,-38.9239,41.9428,35.9051,-7.95526,18,13,15.6963,13.4217,299.605,0.0274685,0.023488,1.46775,1.66017
1052,-3.53536,-38.8716,40.6393,37.104,-8.01449,19,14,16.7931,16.2874,289.755,0.0293879,0.028503,1.38245,1.56497
1053,-7.73608,-38.4178,42.2858,34.5497,-8.01375,12,17,15.06,14.7168,339.918,0.0263551,0.0257543,1.26332,1.19592
1054,-8.70898,-39.3996,43.7541,35.0451,-8.00963,15,16,18.0491,16.2043,309.128,0.0315859,0.0283575,1.17773,1.27091
1055,-5.47316,-38.3292,41.0658,35.5926,-8.0476,17,16,16.8566,16.3889,303.589,0.0294991,0.0286806,1.13908,1.15708
1056,-4.57118,-39.3109,41.5965,37.0254,-8.07662,15,13,16.0299,16.3822,335.563,0.0280524,0.0286689,1.27044,1.15305
1057,-7.48398,-38.4068,42.1488,34.6648,-7.99913,16,17,15.3466,14.1284,375.526,0.0268565,0.0247247,1.0081,1.22695
1058,-7.44222,-38.7987,42.5198,35.0776,-8.01231,13,15,17.4926,13.872,300.336,0.030612,0.024276,1.07087,1.16631
1059,-5.56931,-37.9839,40.7685,35.1992,-8.01893,13,15,15.6603,15.0064,329.424,0.0274056,0.0262613,1.39177,1.35807
1060,-8.21784,-38.5076,42.6165,34.3987,-8.02248,15,10,16.75,16.5672,328.331,0.0293126,0.0289927,1.24107,1.2438
1061,-4.80938,-38.1666,40.5713,35.7619,-8.01805,14,15,15.814,15.7112,316.586,0.0276744,0.0274946,1.20501,1.30216
1062,-5.47515,-37.5867,40.3243,34.8491,-8.09154,16,14,15.3632,15.7609,331.175,0.0268855,0.0275816,1.07853,1.26681
1063,-6.42804,-39.1717,42.3858,35.9577,-8.04523,14,12,16.3177,16.3989,325.211,0.028556,0.028698,1.18782,1.10505
1064,-4.93082,-39.2096,41.675,36.7442,-8.05956,12,13,16.7266,15.8995,348.055,0.0292716,0.0278241,1.12998,1.31899
1065,-4.38177,-39.1396,41.3305,36.9487,-8.00928,16,18,15.4897,14.6391,344.153,0.027107,0.0256184,1.16746,1.12612
1066,-7.97667,-38.3779,42.3662,34.3896,-8.02149,15,13,17.2055,16.2495,311.158,0.0301097,0.0284367,1.24138,1.25091
1067,-4.31032,-39.2029,41.3581,37.0478,-7.94991,14,18,14.8606,14.7084,359.059,0.026006,0.0257397,1.41284,1.29025
1068,-3.99164,-39.6155,41.6114,37.6197,-8.04797,17,15,16.0947,15.3658,351.558,0.0281657,0.0268901,1.08586,1.23172
1069,-8.35553,-40.4902,44.668,36.3125,-8.03434,16,21,16.5331,15.038,324.554,0.0289329,0.0263164,1.13304,1.0102
1070,-10.314,-40.7144,45.8714,35.5574,-8.02799,17,16,15.8297,17.2472,304.758,0.027702,0.0301827,1.08855,1.00278
1071,-7.72259,-39.7721,43.6334,35.9108,-8.02756,20,15,14.9937,15.7243,356.257,0.0262389,0.0275176,1.08759,1.25209
1072,-5.72066,-40.5691,43.4294,37.7088,-8.04834,19,14,15.3933,16.2885,323.081,0.0269383,0.028505,1.03817,1.20316
1073,-8.20739,-39.9237,44.0274,35.82,-8.013,15,18,15.2216,14.4128,355.31,0.0266378,0.0252224,1.25396,1.45176
1074,-8.64274,-40.303,44.6244,35.9817,-8.03782,12,15,14.6781,15.0499,369.175,0.0256867,0.0263373,1.43638,1.41336
1075,-7.50866,-39.4829,43.2372,35.7285,-8.01155,16,14,13.9328,14.3142,400.167,0.0243823,0.0250499,1.54,1.28977
1076,-9.53015,-39.7208,44.4859,34.9558,-8.04846,14,14,15.3432,14.7101,345.284,0.0268506,0.0257427,1.22569,1.22603
1077,-8.06501,-40.0648,44.0973,36.0323,-8.01837,14,13,14.9837,14.2945,380.054,0.0262215,0.0250153,1.20456,1.56977
1078,-7.35108,-39.6766,43.3522,36.0011,-8.00821,18,15,13.7106,14.5183,388.88,0.0239936,0.0254071,1.24963,1.36884
1079,-94.082,2.33547,44.7055,-49.3765,-8.01004,16,16,16.341,16.4003,313.373,0.0285968,0.0287006,1.16785,1.1825
1080,-92.4336,2.92014,43.2966,-49.1369,-7.96613,17,15,14.4198,15.0783,372.961,0.0252347,0.0263871,1.25424,1.39684
1081,-6.01051,47.6332,-44.628,-50.6385,-8.02396,15,13,17.3787,16.3361,310.807,0.0304127,0.0285881,1.14496,1.22362
1082,-4.35171,48.403,-46.2272,-50.5789,-7.9827,16,16,15.9107,15.8829,329.334,0.0278437,0.027795,1.13446,1.01123
1083,-5.78101,47.6127,-44.7222,-50.5032,-7.94305,20,15,16.3293,15.4888,323.345,0.0285763,0.0271054,1.12706,1.15545
1084,-3.93575,47.3621,-45.3942,-49.3299,-7.9987,15,14,15.6537,15.5886,338.073,0.027394,0.02728,1.33443,1.32449
1085,-5.36635,47.5703,-44.8871,-50.2535,-7.94213,17,16,16.3177,15.7736,333.03,0.0285559,0.0276039,1.29864,1.35085
1086,-5.04611,47.0425,-44.5194,-49.5655,-7.96508,15,15,16.3639,15.0421,328.541,0.0286368,0.0263236,1.19418,1.37243
1087,-5.97015,47.3503,-44.3653,-50.3354,-8.00321,16,14,15.5135,15.5707,343.705,0.0271486,0.0272487,1.32009,1.29488
1088,-4.59821,48.2708,-45.9717,-50.5699,-8.00971,13,14,17.5003,16.985,300.418,0.0306255,0.0297238,1.30676,1.24538
1089,-5.46385,46.5077,-43.7758,-49.2396,-7.96828,16,17,15.8456,15.9259,321.415,0.0277297,0.0278703,1.24709,1.06047
1090,-8.17964,46.3425,-42.2527,-50.4323,-7.95868,21,17,15.4362,15.7918,318.785,0.0270133,0.0276357,1.24717,1.21819
1091,-4.81848,47.3089,-44.8997,-49.7181,-7.99505,16,13,16.787,17.034,297.317,0.0293772,0.0298095,1.14812,1.15605
1092,-3.79421,47.204,-45.3069,-49.1011,-7.91847,16,16,16.7238,16.4431,300.335,0.0292666,0.0287755,1.20533,1.22426
1093,-4.93413,46.6558,-44.1887,-49.1229,-7.94367,18,14,16.3248,15.4487,328.8,0.0285684,0.0270353,1.07552,1.16856
1094,-6.90702,47.4819,-44.0284,-50.9354,-8.00046,16,15,16.9081,17.2649,284.563,0.0295892,0.0302135,1.18191,1.05546
1095,-4.97548,46.9888,-44.5011,-49.4765,-7.87753,20,19,16.9147,16.7406,275.125,0.0296007,0.029296,1.12301,1.19426
1096,-4.65234,46.3777,-44.0515,-48.7038,-7.84262,19,14,14.8336,14.7551,342.621,0.0259588,0.0258215,1.30314,1.46005
1097,-7.08132,46.7628,-43.2221,-50.3034,-7.97004,14,16,16.8454,17.4707,303.761,0.0294794,0.0305737,1.12308,1.2577
1098,-4.45993,47.7873,-45.5573,-50.0172,-7.94827,19,17,17.6341,17.3381,288.83,0.0308596,0.0303417,1.15495,1.20525
1099,-6.71437,47.3115,-43.9543,-50.6686,-7.96832,16,14,14.8365,14.7467,355.427,0.0259638,0.0258068,1.77158,1.68301
1100,-4.1714,46.0978,-44.0121,-48.1835,-7.96411,13,15,17.1495,16.6162,297.739,0.0300117,0.0290784,1.24011,1.41876
1101,98.2132,0.167566,-49.2742,48.9391,-8.02358,16,15,16.7272,18.7611,291.328,0.0292726,0.0328319,1.80097,1.76857
1102,96.9182,0.249724,-48.7088,48.2094,-7.89817,14,18,15.8403,16.0135,328.577,0.0277206,0.0280237,1.78092,1.71899
1103,98.2683,0.177232,-49.3114,48.9569,-8.05309,13,16,16.2196,16.0414,339.374,0.0283843,0.0280724,1.24333,1.34182
1104,96.8061,1.64334,-50.0464,46.7597,-8.04443,12,16,17.4342,16.9426,308.336,0.0305098,0.0296495,1.31177,1.33771
1105,98.3382,-1.08408,-48.085,50.2532,-8.04696,13,15,18.1724,17.4916,288.213,0.0318017,0.0306103,1.20503,1.23252
1106,100.348,-0.307298,-49.8669,50.4815,-7.91164,18,16,14.9694,15.4855,331.073,0.0261965,0.0270996,1.33952,1.36632
1107,98.2877,-0.233102,-48.9107,49.3769,-7.95036,14,16,16.0627,16.3163,322.52,0.0281097,0.0285535,1.35162,1.31965
1108,97.9308,-0.860327,-48.1051,49.8257,-7.98392,15,15,18.0379,17.0735,300.692,0.0315663,0.0298786,1.22939,1.31663
1109,95.0196,-0.399632,-47.1102,47.9094,-8.03865,15,16,16.6882,16.8614,300.225,0.0292043,0.0295074,1.29636,1.30965
1110,100.743,-0.913641,-49.458,51.2853,-8.01039,15,13,15.0287,15.1018,348.854,0.0263002,0.0264281,1.47542,1.51425
1111,96.9537,-1.51362,-46.9632,49.9905,-7.98795,16,14,15.4511,15.8449,333.288,0.0270394,0.0277286,1.35352,1.39692
1112,95.8257,-2.38066,-45.5322,50.2935,-8.04162,14,15,16.3416,16.4261,295.191,0.0285977,0.0287456,1.28734,1.43063
1113,96.4197,-1.02181,-47.188,49.2317,-7.92045,15,15,13.9099,14.6122,371.353,0.0243424,0.0255713,1.69743,1.60576
1114,95.2246,-0.419187,-47.1931,48.0315,-7.94765,20,16,14.4631,14.1692,374.834,0.0253104,0.0247962,1.4814,1.62603
1115,97.1989,-2.04897,-46.5505,50.6484,-8.09821,13,14,16.413,16.4799,326.036,0.0287228,0.0288399,1.34933,1.45087
1116,94.8888,-1.43844,-46.006,48.8828,-7.92045,16,17,14.419,14.8491,366.907,0.0252333,0.0259859,1.46553,1.57491
1117,97.0548,-1.29464,-47.2328,49.822,-7.91547,16,19,15.4238,14.9845,334.194,0.0269917,0.0262229,1.35876,1.38458
1118,96.329,-2.12024,-46.0443,50.2847,-8.02486,14,16,16.1951,14.6228,349.748,0.0283414,0.0255898,1.41956,1.52799
1119,98.3439,-2.33877,-46.8332,51.5107,-8.04499,14,15,16.6799,16.4331,316.729,0.0291899,0.028758,1.28043,1.46156
1120,96.788,-0.245023,-48.149,48.639,-8.02479,14,15,16.7165,15.9533,305.9,0.0292539,0.0279183,1.29534,1.37119
1121,97.7553,-2.46128,-46.4164,51.3389,-8.01326,15,17,14.7969,14.3614,346.728,0.0258945,0.0251325,1.52181,1.48283
1122,97.994,-2.6374,-46.3596,51.6344,-8.05341,13,15,16.1981,15.252,328.183,0.0283466,0.0266911,1.40021,1.59119
1123,96.8122,-2.22456,-46.1815,50.6307,-7.98474,13,16,15.0134,13.7667,391.971,0.0262734,0.0240916,1.40561,1.57934
1124,95.6178,-2.11714,-45.6918,49.9261,-8.02382,17,16,16.1584,16.1164,328.144,0.0282773,0.0282037,1.37993,1.33465
1125,95.6922,-2.60393,-45.2422,50.45,-8.03077,16,19,15.1749,14.3389,350.749,0.0265561,0.025093,1.44055,1.48155
1126,100.066,-2.41942,-47.6136,52.4524,-8.0278,14,19,14.7591,14.5404,371.702,0.0258284,0.0254458,1.47355,1.44004
1127,96.3646,-2.83809,-45.3442,51.0204,-8.01298,15,15,15.2499,14.3755,367.611,0.0266874,0.0251571,1.5297,1.50015
1128,95.5379,-2.45308,-45.3159,50.222,-7.91156,15,14,15.087,14.2878,371.537,0.0264022,0.0250037,1.54576,1.6939
1129,98.2222,-2.22945,-46.8817,51.3406,-8.06782,19,14,16.2615,17.8536,303.209,0.0284576,0.0312439,1.23464,1.24881
1130,95.853,-1.61024,-46.3162,49.5367,-8.04447,19,14,15.3409,15.0727,338.042,0.0268465,0.0263773,1.30776,1.55007
1131,97.0885,-2.14897,-46.3953,50.6932,-8.06601,16,15,16.8208,16.3148,290.482,0.0294363,0.0285509,1.226,1.32235
1132,95.5667,-2.52713,-45.2562,50.3105,-7.96636,13,15,15.0582,15.0846,359.494,0.0263518,0.026398,1.60392,1.62051
1133,97.9921,-2.09201,-46.9041,51.0881,-8.02594,21,14,14.313,15.3045,347.772,0.0250477,0.0267829,1.24763,1.39139
1134,99.1005,-3.25364,-46.2966,52.8039,-8.02732,15,15,15.451,15.0859,347.584,0.0270392,0.0264003,1.3711,1.49694
1135,99.2683,-2.3741,-47.26,52.0082,-7.99513,15,14,14.1665,15.417,352.172,0.0247914,0.0269797,1.51603,1.56244
1136,97.7027,-0.52632,-48.325,49.3777,-7.976,14,14,16.891,17.6469,297.188,0.0295592,0.030882,1.25889,1.24678
1137,100.526,-3.90177,-46.361,54.1645,-7.93782,17,13,15.0247,15.7173,347.64,0.0262932,0.0275053,1.46405,1.50613
1138,101.843,-4.12386,-46.7977,55.0454,-8.04888,15,16,16.6213,16.9547,296.058,0.0290872,0.0296708,1.29389,1.22508
1139,99.8263,-2.63728,-47.2758,52.5504,-7.89634,19,13,15.7844,15.6185,330.516,0.0276226,0.0273324,1.27461,1.41248
1140,97.2665,-2.97054,-45.6627,51.6038,-7.92692,14,16,16.6688,15.4556,316.748,0.0291703,0.0270473,1.45857,1.39371
1141,98.6957,-3.86861,-45.4793,53.2165,-8.02018,16,16,15.777,16.5303,302.628,0.0276097,0.028928,1.31616,1.32156
1142,102.297,-4.29914,-46.8491,55.4474,-8.13174,15,15,17.5776,17.2812,289.652,0.0307608,0.0302422,1.11042,1.22141
1143,96.9354,-4.60508,-43.8626,53.0728,-8.0664,17,16,16.724,17.2763,291.574,0.0292669,0.0302336,1.1336,1.20784
1144,97.114,-5.07529,-43.4817,53.6323,-8.00083,14,14,16.7725,17.4527,292.089,0.0293519,0.0305422,1.18742,1.22467
1145,99.1776,-3.61848,-45.9703,53.2073,-7.91911,23,15,14.7885,16.2091,306.761,0.0258799,0.028366,1.22736,1.3066
1146,97.7752,-3.83475,-45.0529,52.7224,-8.0407,13,14,17.9966,16.9383,296.066,0.031494,0.029642,1.22668,1.26552
1147,98.1452,-4.12816,-44.9445,53.2008,-7.93757,16,15,15.1713,16.2645,313.719,0.0265498,0.0284629,1.43427,1.28317
1148,95.5081,-5.91784,-41.8362,53.6719,-8.13731,18,13,20.7409,19.8407,259.458,0.0362966,0.0347212,1.10716,1.25511
1149,97.3821,-5.21338,-43.4777,53.9044,-8.04289,15,15,17.3502,17.8244,278.275,0.0303629,0.0311927,1.57168,1.52801
1150,98.6949,-5.40902,-43.9384,54.7565,-7.95428,20,15,15.562,17.5592,277.311,0.0272335,0.0307285,1.67596,1.7237
1151,-6.39418,-51.3884,54.5855,48.1913,-8.08726,14,13,16.9301,17.1926,278.155,0.0296277,0.030087,1.51531,1.42007
1152,-3.23799,-50.5798,52.1988,48.9608,-8.04682,16,14,16.6308,17.4898,282.263,0.029104,0.0306071,1.48372,1.4008
1153,-8.24646,-51.0254,55.1486,46.9021,-8.08715,13,16,16.1825,15.3781,351.306,0.0283194,0.0269116,0.969558,1.30938
1154,-8.9734,-50.2814,54.7681,45.7947,-7.99717,15,15,17.2105,16.466,303.638,0.0301184,0.0288156,1.41303,1.37017
1155,-7.22586,-49.9865,53.5994,46.3735,-7.99671,15,17,16.0751,15.4217,351.211,0.0281314,0.0269881,1.35081,1.35511
1156,-3.61359,-50.8241,52.6309,49.0173,-8.04164,17,13,15.8066,17.3356,307.27,0.0276616,0.0303373,1.23326,1.1125
1157,-7.87961,-49.5765,53.5163,45.6367,-7.97815,15,16,15.451,14.4618,350.795,0.0270393,0.0253081,1.46616,1.61586
1158,-7.09731,-51.3429,54.8915,47.7942,-8.02057,15,13,15.8379,15.9476,322.402,0.0277163,0.0279083,1.37866,1.43306
1159,-6.36847,-49.4122,52.5965,46.228,-7.97335,18,16,15.0579,15.4969,331.874,0.0263514,0.0271196,1.39434,1.14817
1160,-8.07415,-50.1372,54.1743,46.1001,-8.03979,15,16,15.0096,15.6655,317.676,0.0262668,0.0274146,1.24813,1.29687
1161,-7.15212,-50.9464,54.5225,47.3704,-8.12625,13,15,17.4399,17.5164,295.854,0.0305197,0.0306536,1.33315,1.27946
1162,-6.97267,-49.4917,52.978,46.0053,-8.03326,14,15,16.0406,15.3785,347.381,0.028071,0.0269123,1.41771,1.4623
1163,-8.42827,-50.9388,55.1529,46.7247,-8.08186,17,12,15.823,16.6327,321.487,0.0276903,0.0291073,1.21354,1.3668
1164,-4.77556,-50.3734,52.7611,47.9856,-8.00497,13,15,15.3675,14.6454,348.635,0.0268931,0.0256295,1.4724,1.50666
1165,-6.71492,-51.2397,54.5971,47.8822,-8.06404,13,19,15.9704,14.189,330.032,0.0279481,0.0248308,1.38901,1.33428
1166,-7.98189,-50.0919,54.0828,46.101,-8.01299,15,17,15.2409,14.4341,334.113,0.0266716,0.0252597,1.61433,1.47562
1167,-5.54988,-52.0541,54.8291,49.2792,-8.08427,14,18,15.3126,14.9918,347.073,0.0267971,0.0262357,1.43096,1.36208
1168,-4.16949,-50.4142,52.4989,48.3294,-8.04541,14,23,15.7684,14.5568,345.499,0.0275948,0.0254744,1.49682,1.18832
1169,-9.57989,-51.8487,56.6387,47.0588,-8.03463,17,15,16.3828,17.478,287.341,0.0286699,0.0305864,1.09079,1.19239
1170,-9.70131,-51.7696,56.6203,46.919,-8.03842,15,15,14.8591,15.9067,356.787,0.0260034,0.0278367,1.48665,1.46189
1171,-8.29827,-51.0983,55.2474,46.9491,-8.05755,16,16,16.9724,15.0349,344.817,0.0297017,0.026311,1.37161,1.42136
1172,-7.35369,-52.3099,55.9868,48.6331,-8.06571,14,13,15.5989,15.9323,325.46,0.027298,0.0278816,1.34067,1.42751
1173,-9.11492,-50.8426,55.4001,46.2852,-8.02916,11,18,15.9647,13.4603,375.716,0.0279382,0.0235556,1.57667,1.60643
1174,-9.56306,-52.2986,57.0802,47.5171,-8.02653,15,15,16.4034,15.5759,333.424,0.0287059,0.0272579,1.47104,1.44599
1175,-8.07788,-50.9566,54.9955,46.9176,-7.98873,21,16,14.3428,13.9868,364.727,0.0250999,0.0244768,1.34261,1.48344
1176,-9.32938,-49.9021,54.5668,45.2374,-8.05329,13,14,16.0533,15.0303,349.733,0.0280932,0.026303,1.41851,1.48239
1177,-8.63753,-51.6605,55.9793,47.3417,-8.07222,13,15,16.371,14.8207,361.512,0.0286492,0.0259363,1.401,1.5279
1178,-7.60701,-50.8635,54.667,47.06,-8.03986,13,15,15.6632,15.9375,314.819,0.0274106,0.0278906,1.48805,1.27235
1179,-104.471,-3.31902,55.5543,-48.9162,-8.01922,16,15,16.1779,16.2552,322.641,0.0283114,0.0284465,1.19294,1.35437
1180,-103.547,-3.69863,55.472,-48.0747,-8.03479,13,18,15.9736,16.3646,316.384,0.0279537,0.0286381,1.3447,1.24101
1181,-5.8713,47.9236,-44.9879,-50.8592,-8.00539,15,16,15.3488,15.7172,338.601,0.0268604,0.0275051,1.43531,1.40489
1182,-4.45293,48.9669,-46.7404,-51.1934,-8.02883,18,15,14.944,15.5786,322.828,0.0261519,0.0272625,1.34374,1.33809
1183,-6.43565,47.3177,-44.0999,-50.5355,-7.95349,15,19,16.2945,15.4049,317.383,0.0285154,0.0269586,1.42147,1.37716
1184,-4.88181,46.7296,-44.2887,-49.1705,-7.97205,12,21,15.6074,14.5105,346.085,0.027313,0.0253934,1.46662,1.25793
1185,-6.20488,47.1003,-43.9978,-50.2027,-8.04691,13,16,16.8888,15.7,303.624,0.0295554,0.027475,1.43245,1.42425
1186,-6.33404,46.9298,-43.7628,-50.0968,-7.9814,17,14,15.1915,14.6064,349.94,0.0265851,0.0255612,1.43955,1.54724
1187,-7.26555,46.7222,-43.0895,-50.355,-7.95615,16,16,14.8354,15.4747,350.985,0.0259619,0.0270808,1.45876,1.24632
1188,-6.17234,48.6063,-45.5201,-51.6925,-8.03806,13,14,16.7044,17.0097,302.595,0.0292327,0.029767,1.37931,1.32326
1189,-6.86195,46.3126,-42.8816,-49.7436,-8.10432,17,16,15.8463,16.2514,305.311,0.0277311,0.0284399,1.13055,1.21588
1190,-7.45721,46.8666,-43.138,-50.5952,-8.00669,17,12,17.1593,17.2495,299.927,0.0300288,0.0301866,1.21771,1.19357
1191,-6.23805,47.111,-43.9919,-50.23,-8.06096,13,15,16.297,15.7682,312.532,0.0285198,0.0275944,1.32718,1.30775
1192,-5.45766,46.4131,-43.6843,-49.1419,-8.09556,12,15,18.1223,17.8892,299.046,0.0317139,0.0313061,1.17237,1.15704
1193,-3.27522,45.9854,-44.3478,-47.623,-8.06722,16,14,17.4268,17.5388,287.942,0.0304969,0.030693,1.27174,1.25627
1194,-7.48566,46.5419,-42.799,-50.2847,-7.96668,19,21,15.1259,14.5891,348.978,0.0264703,0.0255309,1.28641,1.22548
1195,-5.03013,45.9627,-43.4477,-48.4778,-8.06303,19,13,18.8537,18.9791,258.838,0.0329939,0.0332135,1.04944,1.1042
1196,-4.93303,45.6204,-43.1539,-48.0869,-7.94273,20,13,14.9999,15.7335,329.655,0.0262498,0.0275337,1.31326,1.48217
1197,-6.4659,46.5764,-43.3435,-49.8094,-8.04901,16,14,16.6976,16.1021,316.971,0.0292209,0.0281787,1.16984,1.36346
1198,-5.17808,46.7893,-44.2002,-49.3783,-8.11513,12,13,18.2411,18.6378,280.937,0.031922,0.0326161,0.939367,0.915378
1199,-6.24934,46.4859,-43.3613,-49.6106,-7.97704,22,12,16.9947,18.7604,278.209,0.0297408,0.0328308,1.37297,1.39386
1200,-3.93616,45.5124,-43.5444,-47.4805,-8.10936,11,13,20.2523,9.12031,279.521,0.0354415,0.0159605,1.53334,1.569
1201,99.2211,0.292192,-49.9027,49.3184,-8.07473,13,11,29.6212,28.2174,199.2,0.0518372,0.0493804,0.983209,0.950876
1202,98.6105,-0.645967,-48.6593,49.9512,-8.11598,12,11,27.6198,32.8789,175.758,0.0483346,0.057538,0.799399,0.808559
1203,98.9172,-0.809036,-48.6496,50.2676,-8.09851,12,15,33.8191,33.2901,177.731,0.0591834,0.0582577,0.59841,0.646076
1204,97.3649,0.75991,-49.4424,47.9226,-7.95606,12,13,27.6511,28.2289,203.791,0.0483895,0.0494006,0.830778,0.782949
1205,100.649,-1.35707,-48.9676,51.6817,-8.00143,13,13,31.4121,26.9321,198.438,0.0549712,0.0471311,0.68985,0.753651
1206,101.182,-1.69493,-48.896,52.2859,-8.0429,10,12,24.0022,27.1244,209.578,0.0420038,0.0474676,0.826777,0.847732
1207,98.988,-1.40284,-48.0912,50.8968,-8.1635,12,16,28.6354,28.6397,191.597,0.050112,0.0501196,0.783842,0.818466
1208,96.7405,-0.470945,-47.8993,48.8412,-7.95525,12,18,21.488,20.8287,240.213,0.0376039,0.0364503,1.03306,1.05054
1209,97.9713,-0.893455,-48.0922,49.8791,-8.00648,15,16,26.3796,25.2484,197.751,0.0461643,0.0441847,0.913042,0.859174
1210,102.508,-1.18213,-50.0716,52.4359,-8.08372,13,12,19.2483,20.7777,255.891,0.0336846,0.0363609,1.15615,1.20043
1211,98.1232,-2.07058,-46.991,51.1322,-7.97797,17,14,26.7718,26.6157,212.22,0.0468506,0.0465775,0.887482,0.953149
1212,95.8242,-2.0622,-45.8499,49.9743,-8.02207,15,14,24.5457,23.7957,219.706,0.042955,0.0416424,1.03129,1.00699
1213,98.8981,-1.41869,-48.0304,50.8678,-8.06194,15,14,20.3907,20.0956,259.594,0.0356838,0.0351672,1.13574,1.18819
1214,97.0163,-1.21694,-47.2912,49.7251,-7.962,14,15,19.475,19.7077,262.091,0.0340812,0.0344885,1.19188,1.22612
1215,98.7784,-1.87274,-47.5165,51.2619,-8.09624,12,13,24.6386,23.9805,220.909,0.0431176,0.0419659,0.907027,0.986931
1216,96.7587,-1.38083,-46.9985,49.7602,-8.05184,13,14,19.0108,17.2198,275.719,0.0332689,0.0301346,1.30804,1.32148
1217,97.4116,-2.42346,-46.2823,51.1292,-8.13853,12,13,20.0766,19.9022,270.651,0.0351341,0.0348289,1.15158,1.18391
